"","CNPJ_FDO","DT_COMPTC","VL_TOTAL","VL_QUOTA","PATRIM_LIQ","CAPTC_DIA","RESG_DIA","NR_COTST"
"693","8702798000125",2015-10-30,1006549969.86,2.4177557,1006382558.36,0,0,"85"
"694","3399411000190",2015-10-30,6567559834.46,8.2932654,6566406853.04,100172419.18,43403465.62,"406"
"695","832435000100",2015-10-30,1260456167.64,2160.621283,1260425360.48,22782491,4181883.86,"102"
"696","5164358000173",2015-10-30,388665937.74,2.887649,388640936.12,2053316.69,2309.81,"144"
"697","3737206000197",2015-10-30,3996120424.62,2.537878,3995910673.01,18161992.38,501167347.8,"738"
"698","10322633000170",2015-10-30,4364137803.91,1.924228,4363873958.59,20353080.66,22354748.29,"2311"
"699","10740670000106",2015-10-30,8891380932.02,1.705105,8889060438.29,95670330.36,5195337.13,"1256"
"700","9215250000113",2015-10-30,1000569026.46,2.1211695,1000380949.92,12278637.39,22633566.86,"507"
"701","13593438000172",2015-10-30,199183928.84,153.763215,199091362.56,0,0,"5"
"702","3069104000140",2015-10-30,5293870844.65,8.5323898,5292616633.51,45730562.3,87113687.31,"1355"
"703","11898349000109",2015-10-30,268857963.8,1.5255419,270452029.56,23470,11492.03,"3853"
"704","7972299000195",2015-10-30,484002274.66,1.7376023,502928607.02,2007009.54,166494.35,"23852"
"705","3256793000100",2015-10-05,3884915415.81,8.1872316,3884306252.51,5357581.9,68183800.6,"244"
"706","10986880000170",2015-10-05,456346992.21,1.7689966,456331653.22,1240000,0,"115"
"707","11492176000124",2015-10-05,894945431.33,1.6740782,894890409.94,25826.81,2700000,"88"
"708","20216216000104",2015-10-05,94370713.7,1.1358829,94361629.18,289556.21,0,"39"
"709","12845801000137",2015-10-05,483166564.56,1.4254801,527443701.53,0,0,"42"
"710","8702798000125",2015-10-05,1006702428.75,2.3891635,1006671113.23,0,4200000,"87"
"711","3399411000190",2015-10-05,6698566064.46,8.2152051,6697289642.06,32485236.92,35875911.51,"406"
"712","13322205000135",2015-10-05,4125548190.07,1.638121491,4125458437.15,4349390.46,13997.53,"591"
"713","13327340000173",2015-10-05,807095183.54,1.495527407,807072202.85,27329.06,1707429.28,"268"
"714","19303793000146",2015-10-05,313034295.94,1.25080941,313024379.05,0,0,"95"
"715","19523306000150",2015-10-05,254006548.08,1.197682844,253997192.95,0,0,"33"
"716","20734931000120",2015-10-05,67910248.13,1.022840139,67909479.6,2453826.76,0,"28"
"717","11046645000181",2015-10-05,3076068079.25,1.708594649,3076005855.56,47315651.15,1542255.94,"18"
"718","11328882000135",2015-10-05,7829342776.07,1.767485,7829294914.95,22453156.45,9819596.5,"1156"
"719","13077418000149",2015-10-05,5787262599.46,1.544953,5787203451.13,10423030.2,5528828.91,"805"
"720","13593438000172",2015-10-05,197066334.41,152.1184434,196961725.68,0,0,"5"
"721","3543447000103",2015-10-05,1094443515.23,11.473745,1094424029.31,5e+06,2054036.45,"185"
"722","9215250000113",2015-10-05,1041069762.78,2.1015661,1041030393.56,27640200.68,17514259.26,"520"
"723","5164358000173",2015-10-05,381784010.56,2.861772,381747018.18,75763.99,311271.39,"146"
"724","3737206000197",2015-10-05,3978945731.71,2.513346,3978707380.53,16657094.5,5993932.02,"703"
"725","10322633000170",2015-10-05,4130608142.51,1.905512,4129980545.64,21255302.56,48884627.1,"2215"
"726","10740670000106",2015-10-05,8616760342.28,1.687481,8618497429.33,16978591.31,58120648.11,"1252"
"727","20139342000102",2015-10-05,97563529.04,1.007727,97558002.75,0,0,"21"
"728","19768733000107",2015-10-05,409748366.37,1.025458,409724520.39,0,0,"91"
"729","20139534000100",2015-10-05,135809422.31,0.972797,135799938.6,0,0,"22"
"730","10577503000188",2015-10-05,380676939.6,1.180771,380655091.76,502000,0,"150"
"731","14386926000171",2015-10-05,1662778639.53,1.355391,1662689704.38,11387432.03,1489284.87,"387"
"732","14508643000155",2015-10-05,145510611.57,1.311307,145480832.12,6400079.8,9758178.64,"132"
"733","10740658000193",2015-10-05,3491715670.95,1.734611,3491533049.54,151962.14,1964417.27,"686"
"734","11060913000110",2015-10-05,3459172998.67,1.796989,3458987608.85,2535912.68,2096918.52,"603"
"735","20139595000178",2015-10-05,308658394.22,1.004681,308638140.75,0,0,"46"
"736","12321826000131",2015-10-05,91560756.35,1.797269,91553087.9,0,0,"54"
"737","22791074000126",2015-10-05,140370107.02,0.994341,140363943.97,0,0,"17"
"738","21919953000128",2015-10-05,335582973.54,0.979982,335564632.6,0,0,"56"
"739","21918953000103",2015-10-05,240517345.54,1.015423,240503403.58,0,0,"54"
"740","15154441000115",2015-10-05,298651728.56,0.975291,298638322.37,0,0,"116"
"741","21918988000142",2015-10-05,777010764.76,1.025679,776965960.48,0,0,"113"
"742","2296928000190",2015-10-05,1425046016.89,6.127874262,1425003783.57,24902610.24,18091535.73,"163"
"743","7442078000105",2015-10-05,4376037988.71,3.067500935,4375939167.44,420418.63,7112761.87,"568"
"744","975480000106",2015-10-05,9978319716.42,20.5733022,9977852348.17,16208445.4,20146744.69,"343"
"745","832435000100",2015-10-05,1212203707.58,2140.216303,1212178917.11,11058500,4662257.2,"99"
"746","11898349000109",2015-10-05,281879695.42,1.5972828,283399462.39,40492.02,94003.55,"3890"
"747","7972299000195",2015-10-05,544618718.59,1.8251604,531823735.65,17304.6,109824.92,"24045"
"748","3069104000140",2015-10-05,5248442703.82,8.4521417,5248151862.44,26411524.16,59753651.62,"1308"
"749","3256793000100",2015-10-06,3915393187.47,8.1914778,3914753281.57,81329488.34,52897037.51,"244"
"750","10986880000170",2015-10-06,457304488.93,1.7712649,457285288.83,496500.5,128000,"115"
"751","11492176000124",2015-10-06,895806452.49,1.6756328,895721468.85,0,0,"88"
"752","20216216000104",2015-10-06,94451308.12,1.1368416,94441272.11,0,0,"39"
"753","12845801000137",2015-10-06,481494089.52,1.4263764,527775336.07,0,0,"42"
"754","8702798000125",2015-10-06,1008000588.51,2.392238,1007961034.88,0,5500.08,"87"
"755","3399411000190",2015-10-06,6743108350.1,8.2194936,6741744222.43,49707797.75,8749354.42,"406"
"756","3543447000103",2015-10-06,1095379926.92,11.48356,1095360183,0,0,"185"
"757","11328882000135",2015-10-06,7843929706.53,1.769402,7843881486.16,17632808.3,11538896.03,"1155"
"758","13077418000149",2015-10-06,5803478304.28,1.545772,5803418825.47,20042093.04,6893511.18,"804"
"759","13322205000135",2015-10-06,4140209568.31,1.64027663,4140152015.15,9345997,79938.97,"591"
"760","13327340000173",2015-10-06,805781618.94,1.498270158,805765212.88,0,2787135.37,"267"
"761","19303793000146",2015-10-06,312368242.28,1.248157193,312360642.17,0,0,"95"
"762","19523306000150",2015-10-06,253590207.62,1.195728475,253582722.45,0,0,"33"
"763","20734931000120",2015-10-06,89098520.88,1.021373712,89097651.99,21285532.96,0,"31"
"764","13593438000172",2015-10-06,197045393.6,152.1976457,197064276.07,0,0,"5"
"765","9215250000113",2015-10-06,1024084111.14,2.1026502,1024035201.54,17637123.59,35169343.59,"517"
"766","2296928000190",2015-10-06,1454084693.24,6.13104671,1454053654.09,36052256.53,7740121.52,"163"
"767","7442078000105",2015-10-06,4376732489.86,3.071717547,4376669133.13,1163783.92,6449020.03,"567"
"768","11046645000181",2015-10-06,3000831766.59,1.709483974,3000800592.3,14029420.48,90835747.73,"18"
"769","20139342000102",2015-10-06,97570638.49,1.007838,97568828.82,0,0,"21"
"770","19768733000107",2015-10-06,410332183.51,1.026951,410320814.97,0,0,"91"
"771","10740658000193",2015-10-06,3496228186.29,1.736887,3496148557.19,674376.18,641507.72,"685"
"772","11060913000110",2015-10-06,3473866098.87,1.798625,3473789136.33,13487370.77,1834814.8,"605"
"773","20139595000178",2015-10-06,308314785.73,1.003593,308303735.79,0,0,"46"
"774","12321826000131",2015-10-06,91600475.53,1.798104,91595607.4,0,0,"54"
"775","22791074000126",2015-10-06,140214916.34,0.993265,140212029.36,0,0,"17"
"776","21919953000128",2015-10-06,335609888.73,0.980091,335602040.06,0,0,"56"
"777","21918953000103",2015-10-06,240859808,1.0169,240853369.77,0,0,"54"
"778","15154441000115",2015-10-06,301556415.74,0.98471,301522388.97,0,0,"116"
"779","21918988000142",2015-10-06,777970205.11,1.026979,777951364.08,0,0,"113"
"780","20139534000100",2015-10-06,135874230,0.973293,135869180.33,0,0,"22"
"781","10577503000188",2015-10-06,400352492.85,1.182921,400341334.17,1.9e+07,6800,"152"
"782","14386926000171",2015-10-06,1666287718.12,1.357265,1666248773.04,1260246.14,0,"387"
"783","14508643000155",2015-10-06,143599615.46,1.311952,143587881.29,4876702.23,6841144.91,"132"
"784","5164358000173",2015-10-06,381554804.17,2.863521,381550326.62,0,430000,"146"
"785","3737206000197",2015-10-06,3984941315.63,2.514655,3984831991.21,46805986.38,42753564.72,"705"
"786","10322633000170",2015-10-06,4204358722.32,1.906505,4203807199.13,110470667.78,38796038.85,"2224"
"787","10740670000106",2015-10-06,8627005689.11,1.689293,8630385850.64,15410245.09,12776279,"1252"
"788","975480000106",2015-10-06,10000443257.94,20.5840519,9999723374.4,27265399.69,10607888.81,"344"
"789","832435000100",2015-10-06,1213847066.15,2141.343506,1213853525.92,1590903.95,554721.58,"99"
"790","11898349000109",2015-10-06,285377112.72,1.5804667,280099610.95,11090.27,327336.94,"3885"
"791","7972299000195",2015-10-06,541472434.29,1.8104293,527033619.92,21623.2,519324.49,"24030"
"792","3069104000140",2015-10-06,5258732264.35,8.4564697,5258354304.97,41486220.93,33971150.52,"1309"
"793","3256793000100",2015-10-07,3933132074.87,8.1957397,3932972882.59,50999143.24,34816305.61,"248"
"794","20216216000104",2015-10-07,94230863.71,1.1341766,94219875.57,0,0,"39"
"795","8702798000125",2015-10-07,1000904957.57,2.3750695,1000857155.58,130000,0,"87"
"796","3399411000190",2015-10-07,6728784583.74,8.2237781,6728427572.06,21556351.7,38387221.75,"406"
"797","3543447000103",2015-10-07,1093382283.68,11.45854,1093363348.21,405432.89,15780.61,"185"
"798","11328882000135",2015-10-07,7824043981.04,1.769585,7823997284.29,26214927.83,46910301.14,"1154"
"799","13077418000149",2015-10-07,5831296679.2,1.546571,5831239043.39,40354686.35,15535408.78,"805"
"800","2296928000190",2015-10-07,1453392089.84,6.134292735,1453368770.54,9901366.06,11356084.7,"163"
"801","7442078000105",2015-10-07,4335800635.36,3.049376449,4335736125.15,4756435.98,13857222.71,"567"
"802","11046645000181",2015-10-07,2841831436.98,1.710374136,2841799917.3,24346186.87,184909436.56,"18"
"803","13593438000172",2015-10-07,197198040.85,152.3104689,197210358.64,0,0,"5"
"804","9215250000113",2015-10-07,1025240130.92,2.1037355,1025181829.22,22195210.88,21577116.01,"518"
"805","5164358000173",2015-10-07,381828809.73,2.864153,381732368.11,236730.54,138900,"146"
"806","3737206000197",2015-10-07,4052220768.43,2.515987,4052097813.39,116380853.77,51225776.89,"704"
"807","10322633000170",2015-10-07,4219791140.65,1.907519,4219152662.74,35847250.56,22737766.6,"2233"
"808","10740670000106",2015-10-07,8774828141.22,1.689452,8773157400.34,147705544.67,5746306.02,"1252"
"809","20139342000102",2015-10-07,97010542.28,1.002034,97006912.17,0,0,"21"
"810","19768733000107",2015-10-07,409338429.84,1.024452,409322608.93,0,0,"91"
"811","20139534000100",2015-10-07,134518711.43,0.963582,134513562.53,0,0,"22"
"812","10577503000188",2015-10-07,396183633.75,1.170374,396168133.82,73167.67,100,"152"
"813","14386926000171",2015-10-07,1665687245.76,1.355319,1665632989.76,1885602.8,112471.58,"388"
"814","14508643000155",2015-10-07,148418673.59,1.312596,148403546.3,6720474.67,1975358.72,"132"
"815","10740658000193",2015-10-07,3465386032.36,1.723307,3465278433.92,788554.44,4322633.14,"684"
"816","11060913000110",2015-10-07,3474346901.25,1.794399,3474240679.39,9712056.2,1099319.32,"605"
"817","20139595000178",2015-10-07,305518452.28,0.994488,305506752.17,0,0,"46"
"818","12321826000131",2015-10-07,91662403.97,1.799317,91657406.22,0,0,"54"
"819","22791074000126",2015-10-07,138944758.74,0.984262,138941072.75,0,0,"17"
"820","21919953000128",2015-10-07,333680174.11,0.974446,333668968.54,0,0,"56"
"821","21918953000103",2015-10-07,240275626.35,1.014426,240267410.32,0,0,"54"
"822","15154441000115",2015-10-07,306086684.95,0.999333,306000084.22,0,0,"116"
"823","21918988000142",2015-10-07,778407732.08,1.027547,778381674.08,0,0,"113"
"824","10986880000170",2015-10-07,453930202.98,1.7581798,453907134.2,0,0,"115"
"825","11492176000124",2015-10-07,897074590.84,1.6781319,897057386.32,0,0,"88"
"826","12845801000137",2015-10-07,481845203.73,1.4226901,526411366.98,0,0,"42"
"827","975480000106",2015-10-07,10006051776.53,20.5948156,10006062416.54,15539242.2,14429180.16,"345"
"828","832435000100",2015-10-07,1235100595.53,2142.4165,1235067257.41,21218130.37,612642.55,"99"
"829","11898349000109",2015-10-07,289770740,1.6025702,283976311.58,62107.72,102711.67,"3881"
"830","7972299000195",2015-10-07,537967209.89,1.8309861,532714941.65,39252.11,342220.51,"24018"
"831","19303793000146",2015-10-07,310079428.96,1.239014456,310072604,0,0,"95"
"832","19523306000150",2015-10-07,251664292.53,1.186650924,251657611.3,0,0,"33"
"833","20734931000120",2015-10-07,114180138.79,1.014596696,114179006.06,25672534.57,0,"36"
"834","13322205000135",2015-10-07,4142972535.03,1.637966495,4142914126.76,8631362.19,38338,"594"
"835","13327340000173",2015-10-07,806765932.99,1.482483554,806750256.6,11775032.28,2300000,"269"
"836","3069104000140",2015-10-07,5277575751.5,8.460791,5277115204.72,32673612.61,16599721.91,"1310"
"837","7442078000105",2015-10-08,4351933472.01,3.065646866,4351866416.78,1008117.78,8011813.78,"566"
"838","11046645000181",2015-10-08,2874161451.02,1.711262432,2874128818.1,40973462.16,10120473.13,"18"
"839","13322205000135",2015-10-08,4157451353.9,1.643682451,4157390695.32,418142.33,398960.05,"595"
"840","20734931000120",2015-10-08,120097971.83,1.019728623,120096534.41,5340000,0,"40"
"841","19303793000146",2015-10-08,311459565.61,1.244528455,311452523.4,0,0,"95"
"842","3256793000100",2015-10-08,3994514433.57,8.1999953,3994332514.09,63492512.66,4175058.37,"248"
"843","3399411000190",2015-10-08,6767605691.78,8.2281606,6741718553.24,42785267.36,33079906.77,"406"
"844","10986880000170",2015-10-08,456274970.74,1.7673789,456248060.1,0,34000,"115"
"845","11492176000124",2015-10-08,869747225.24,1.6776182,897041821.35,259048.57,0,"88"
"846","20216216000104",2015-10-08,94782697.94,1.1385147,94770759.43,192000,1500,"39"
"847","13327340000173",2015-10-08,811908779.99,1.491961855,811892582.55,0,15654.78,"269"
"848","19523306000150",2015-10-08,252914993.92,1.192547532,252908127.55,0,0,"33"
"849","8702798000125",2015-10-08,1005502198.77,2.3881498,1005446204.82,0,923014,"87"
"850","5164358000173",2015-10-08,381732835.21,2.866214,381759138.07,13351.28,261270,"146"
"851","10322633000170",2015-10-08,4215644887.23,1.908442,4214833034.49,20769996.27,27131150.56,"2237"
"852","10577503000188",2015-10-08,398727292.97,1.177884,398710353.41,0,0,"152"
"853","10740658000193",2015-10-08,3482299166,1.732871,3482162773.27,187332.94,2535522.98,"683"
"854","20139595000178",2015-10-08,307433476.88,1.000713,307419105.52,0,0,"46"
"855","21919953000128",2015-10-08,335408234.92,0.979489,335396062.44,0,0,"56"
"856","3737206000197",2015-10-08,4066348058.39,2.517106,4066190220.41,17234636.58,4944423.88,"706"
"857","19768733000107",2015-10-08,411153174,1.028991,411136195.71,0,0,"91"
"858","20139534000100",2015-10-08,135418923.64,0.970068,135418974.37,0,0,"22"
"859","14386926000171",2015-10-08,1677209990.65,1.360039,1677143314.5,5799675.69,90017.89,"390"
"860","22791074000126",2015-10-08,139807404.25,0.990418,139810128.56,0,0,"17"
"861","21918988000142",2015-10-08,779712185.97,1.029262,779680636.47,0,0,"113"
"862","12845801000137",2015-10-08,483797490,1.427919,528346093.74,0,0,"42"
"863","9215250000113",2015-10-08,1048118754.01,2.1048208,1040884287.01,21683713.28,6510166.59,"524"
"864","975480000106",2015-10-08,10012937713.61,20.6056516,10011929644.35,17624344.75,17021822.93,"346"
"865","832435000100",2015-10-08,1242882359.51,2143.576301,1242875376.17,11541700,4402186.71,"99"
"866","11898349000109",2015-10-08,283540661.91,1.5797867,279910891.95,33093.16,61276.03,"3880"
"867","3069104000140",2015-10-08,5298833483.58,8.4652074,5298312344.17,30856173.31,12413640.53,"1315"
"868","10740670000106",2015-10-08,8808607455.74,1.691257,8811379989.33,37940328.62,9090926.41,"1254"
"869","20139342000102",2015-10-08,97507331.02,1.007219,97508865.03,0,0,"21"
"870","14508643000155",2015-10-08,152961692.77,1.313241,152941507.93,6033612.15,1568574.92,"132"
"871","11060913000110",2015-10-08,3492263459.05,1.801227,3492128827.32,4819439.63,151704.32,"605"
"872","12321826000131",2015-10-08,91699560.39,1.800173,91700983.74,0,0,"54"
"873","21918953000103",2015-10-08,241332187.38,1.018921,241331891.04,0,0,"54"
"874","15154441000115",2015-10-08,306174012.37,0.99955,306066301.31,0,0,"116"
"875","13077418000149",2015-10-08,5860579506.16,1.54741,5860521797.2,27832350.43,1712526.28,"805"
"876","13593438000172",2015-10-08,197310043.09,152.391938,197315844.27,0,0,"5"
"877","7972299000195",2015-10-08,525608625.16,1.8047838,524990370.64,23990.64,125164.4,"24006"
"878","3543447000103",2015-10-08,1097794759.26,11.501113,1097775614.46,350000,0,"185"
"879","11328882000135",2015-10-08,7884606154.01,1.77149,7884560119.21,56856040.24,4714760.28,"1156"
"880","2296928000190",2015-10-08,1447375308.45,6.137530699,1447350869.5,3936386.39,10721442.84,"163"
"881","11046645000181",2015-10-09,2947787557.48,1.712154945,2947753039.24,80603473.03,8478260.21,"18"
"882","10986880000170",2015-10-09,453437983.93,1.7564077,453415837.49,0,0,"115"
"883","11492176000124",2015-10-09,871042285.92,1.6801585,870968666.77,0,0,"88"
"884","20216216000104",2015-10-09,94662068.59,1.1370955,94652625.21,0,0,"39"
"885","12845801000137",2015-10-09,482832372.14,1.425307,527379625.12,0,0,"42"
"886","5164358000173",2015-10-09,380244309.17,2.866521,380099582.55,250317.74,1950763.45,"145"
"887","3737206000197",2015-10-09,4093002406.58,2.518444,4092832499.13,25304101.28,823258.15,"706"
"888","10740670000106",2015-10-09,8850877625.58,1.691352,8849532981.81,39579292.55,1921246.2,"1254"
"889","8702798000125",2015-10-09,999553015.41,2.3740202,999497417.69,0,0,"87"
"890","14386926000171",2015-10-09,1682346748.46,1.359614,1682284626,5802977.84,136812.34,"391"
"891","10322633000170",2015-10-09,4213665127.44,1.909466,4213438258.89,39335030.99,42991331.04,"2242"
"892","14508643000155",2015-10-09,150537831.28,1.313887,150519225.89,18364080.34,20861525.98,"133"
"893","15154441000115",2015-10-09,307923282.14,1.005215,307800973.69,0,0,"116"
"894","11060913000110",2015-10-09,3490936019.76,1.799206,3490790201.91,2581194.1,0,"606"
"895","20139342000102",2015-10-09,97094008.35,1.002931,97093758.33,0,0,"21"
"896","19768733000107",2015-10-09,410951602.73,1.028506,410942411.63,0,0,"91"
"897","10577503000188",2015-10-09,394214340.96,1.166952,394206542.02,0,803390.66,"152"
"898","20139595000178",2015-10-09,305251694.94,0.993644,305247531.91,0,0,"46"
"899","12321826000131",2015-10-09,91744108.16,1.801029,91744581.72,0,0,"54"
"900","10740658000193",2015-10-09,3457157318.35,1.721522,3457017405.56,4753.82,2344497.51,"682"
"901","22791074000126",2015-10-09,138821390.69,0.983428,138823366.42,0,0,"17"
"902","21918988000142",2015-10-09,779986340.21,1.029637,779964492.37,0,0,"113"
"903","9215250000113",2015-10-09,1035886277.93,2.105907,1035828127.55,17201798.28,22795109.2,"522"
"904","832435000100",2015-10-09,1245608980.34,2144.688991,1245600308.62,2560008,480228.98,"99"
"905","13593438000172",2015-10-09,197422108.13,152.473453,197421389.23,0,0,"5"
"906","13077418000149",2015-10-09,5877582791.44,1.548194,5877524584.48,33673582.29,19640010.69,"807"
"907","7442078000105",2015-10-09,4322802401.42,3.046913844,4322733664.13,140862.5,2680985.57,"565"
"908","20734931000120",2015-10-09,141259074.88,1.014484257,141257482.51,21778592.95,0,"43"
"909","2296928000190",2015-10-09,1458528967.68,6.140717221,1458503898.17,17938332.9,7536749.07,"163"
"910","11328882000135",2015-10-09,7893822729.16,1.771581,7893776170.15,17495364.97,8684012.41,"1156"
"911","3399411000190",2015-10-09,6656836452.52,8.2324004,6656355111.03,24976807.31,139326434.14,"402"
"912","3256793000100",2015-10-09,4333495564.94,8.2042491,4333307301.84,346096316.59,9193619.63,"249"
"913","7972299000195",2015-10-09,522481045.44,1.7951468,521815096.52,10315.78,382279.09,"23996"
"914","20139534000100",2015-10-09,134068472.73,0.960378,134066244.76,0,0,"22"
"915","21919953000128",2015-10-09,333971885.5,0.975319,333968088.53,0,0,"56"
"916","21918953000103",2015-10-09,241220115.05,1.01844,241218098.35,0,0,"54"
"917","13322205000135",2015-10-09,4159429625.65,1.64323575,4159367035.06,3692778.27,586590.7,"597"
"918","19523306000150",2015-10-09,251426267.79,1.185526689,251419190.57,0,0,"33"
"919","3543447000103",2015-10-09,1097218139.26,11.488694,1097198672.17,608452.74,0,"185"
"920","11898349000109",2015-10-09,288215097.35,1.5763431,279288139.75,4831.53,17429.28,"3877"
"921","975480000106",2015-10-09,10040596312.45,20.6164563,10040636714.19,46755557.12,23298323.15,"347"
"922","3069104000140",2015-10-09,5322071963.84,8.4695154,5321461335.47,43836270.65,23383620.44,"1315"
"923","13327340000173",2015-10-09,803781421.02,1.477944893,803764862.69,1e+05,6e+05,"269"
"924","19303793000146",2015-10-09,309683464.62,1.237430403,309676182.78,0,0,"95"
"925","975480000106",2015-11-10,10071450912.49,20.8366728,10070838639.74,61507458.64,38857995.81,"350"
"926","3543447000103",2015-11-10,1137260330.74,11.716947,1137245421.51,630840.15,5862.82,"195"
"927","11328882000135",2015-11-10,7799523703.14,1.791554,7799479809.77,46183430.1,111440976.29,"1159"
"928","13077418000149",2015-11-10,5782138624.4,1.564613,5782083745.21,23461896.53,8410845.8,"819"
"929","2296928000190",2015-11-10,1387154242.91,6.204102323,1387130141,13994563.29,7590240.95,"162"
"930","7442078000105",2015-11-10,4271046538.16,3.153048391,4270981767.63,869270.84,2067283.99,"557"
"931","11046645000181",2015-11-10,2793057827.23,1.730052188,2793024990.5,132966745.85,15809295.75,"18"
"932","13322205000135",2015-11-10,4341140686.68,1.678104496,4341078273.2,15758871.13,1020606.94,"621"
"933","13327340000173",2015-11-10,827994618.02,1.54557829,827978641.59,150000,0,"258"
"934","19303793000146",2015-11-10,314509663.16,1.256714866,314502263.44,0,0,"95"
"935","19523306000150",2015-11-10,256053326.31,1.207344082,256046088.69,0,0,"33"
"936","20734931000120",2015-11-10,242699109.47,1.033087862,242694605.05,15062608.09,0,"65"
"937","832435000100",2015-11-10,1317839999.88,2167.451799,1317834038.41,2217930,21153504.71,"103"
"938","3256793000100",2015-11-10,5730808566.8,8.2899157,5730628316.99,1488020568.64,9220807.88,"254"
"939","8702798000125",2015-11-10,1016725606.53,2.4564178,1016675542.75,0,5800000,"85"
"940","3399411000190",2015-11-10,6646101689.29,8.3194524,6645734163.53,118952624.24,104781246.47,"403"
"941","10986880000170",2015-11-10,476270344.39,1.8167098,476247986.67,42000,0,"112"
"942","11492176000124",2015-11-10,943089667.51,1.6982709,943045113.37,45517.41,0,"87"
"943","20216216000104",2015-11-10,116925533.87,1.1600976,116914250.97,0,0,"42"
"944","12845801000137",2015-11-10,554207453.7,1.4553962,601146911.29,0,0,"42"
"945","21918988000142",2015-11-10,793282216.41,1.047204,793271673.88,0,0,"113"
"946","12321826000131",2015-11-10,92820041.71,1.822147,92820368.41,0,0,"54"
"947","22791074000126",2015-11-10,142272884.33,1.007867,142273301.92,0,0,"17"
"948","20139342000102",2015-11-10,99118801.51,1.023851,99119062.97,0,0,"21"
"949","19768733000107",2015-11-10,437688948.38,1.053705,437685637.88,8573781.95,0,"101"
"950","20139534000100",2015-11-10,146918804.42,1.007157,146917534.83,0,0,"23"
"951","21919953000128",2015-11-10,370715292.68,0.995619,370715007.04,122804.14,0,"66"
"952","21918953000103",2015-11-10,247130467.64,1.043401,247130079.76,0,0,"54"
"953","20139595000178",2015-11-10,373648816.24,1.018045,373646148.75,1.2e+07,0,"49"
"954","15154441000115",2015-11-10,311229755.13,1.016057,311120820.91,0,0,"116"
"955","10577503000188",2015-11-10,394663264.72,1.220625,394659936.83,12000,2e+05,"144"
"956","14386926000171",2015-11-10,1827311744.23,1.388961,1827279641.92,39615265.87,1177599.98,"414"
"957","14508643000155",2015-11-10,244874584.9,1.32686,244867683.97,97828474.06,3175273.34,"132"
"958","10740658000193",2015-11-10,3461809536.25,1.7819,3461738728.57,1591371,1236762.04,"665"
"959","11060913000110",2015-11-10,3675358829.65,1.836235,3675285840.96,4060737.38,3378385.92,"616"
"960","5164358000173",2015-11-10,395693421.34,2.896835,395669773.96,6e+06,19400,"143"
"961","3737206000197",2015-11-10,4054409360.36,2.545901,4054328102.48,26269486.1,36236640.7,"742"
"962","10322633000170",2015-11-10,4393543386.16,1.930338,4393434905.92,29165116.29,16140797.09,"2311"
"963","10740670000106",2015-11-10,8784408146.55,1.710637,8783588175.96,19116117.67,120588743.2,"1256"
"964","9215250000113",2015-11-10,1033581867.13,2.1277514,1033525278.94,7215611.11,18290325.64,"515"
"965","13593438000172",2015-11-10,199894755.24,154.3858103,199897493.86,0,0,"5"
"966","11898349000109",2015-11-10,289070172.63,1.5669811,277576393.74,26000,60261.94,"3828"
"967","7972299000195",2015-11-10,516094766.58,1.7867021,517791160.39,78054.86,85068.8,"23780"
"968","3069104000140",2015-11-10,5294704774.96,8.5592206,5294017363.15,44770674.99,42998599.37,"1358"
"969","975480000106",2015-11-11,10070137149.77,20.8476682,10069170119.17,20350327.94,27333213.81,"349"
"970","3543447000103",2015-11-11,1148038697.73,11.750161,1148023489.36,7554385.01,0,"196"
"971","11328882000135",2015-11-11,8212797459.97,1.792634,8212753520.93,416094882.85,7524038.82,"1160"
"972","13077418000149",2015-11-11,5897796251.22,1.565485,5897740951.61,124293015.58,11858063.6,"821"
"973","2296928000190",2015-11-11,1386067092.83,6.207393191,1386041809.57,4361599.44,6185712.03,"162"
"974","7442078000105",2015-11-11,4302114977.32,3.176661408,4302047609.44,682200.74,1601521.25,"556"
"975","11046645000181",2015-11-11,3310531336.96,1.730951636,3310496323.14,516272840.28,253591.38,"18"
"976","13322205000135",2015-11-11,4394916992.95,1.681827082,4394852087.7,50005656.59,5861779.04,"620"
"977","13327340000173",2015-11-11,836571014.52,1.561714044,836554518.42,300660.92,368835.96,"258"
"978","19303793000146",2015-11-11,316826310.76,1.265970961,316818670.17,0,0,"95"
"979","19523306000150",2015-11-11,258001214.73,1.216528041,257993766.1,0,0,"33"
"980","20734931000120",2015-11-11,244492447.98,1.039498995,244487544.59,286826.25,0,"65"
"981","832435000100",2015-11-11,1313160333.29,2168.600336,1313158771.13,383192.67,5756783.17,"103"
"982","3256793000100",2015-11-11,5867779734.43,8.2942138,5867561719.78,146867000.6,12904814.94,"253"
"983","3399411000190",2015-11-11,6688598627.7,8.3238156,6688163833.97,70960249.04,32015955.44,"403"
"984","10986880000170",2015-11-11,480070452.66,1.8300106,480044030.1,310000,750,"112"
"985","11492176000124",2015-11-11,943702141.92,1.6988439,943641319.01,278031.53,0,"87"
"986","20216216000104",2015-11-11,117479720.3,1.1636505,117467306.98,195000,0,"42"
"987","12845801000137",2015-11-11,555829343.36,1.4593805,602792615.16,0,0,"42"
"988","8702798000125",2015-11-11,1022734521.91,2.4744193,1022676075.1,0,1450000,"85"
"989","5164358000173",2015-11-11,400663494.25,2.898496,400675988.83,4825044,45700,"143"
